"","Date","rain_snowmelt","modeled_flow","baseflow","OverlandFlow","ShallowInterflow","totQ","deltaP","Pe","Se","Ia","SoilWater","quickflow_combined","impervRunoff","excess","Tmax","Tmin","ET","MaxWetClass"
"2048",2012-05-09,7.874,2.82745516629795,2.78808112897869,0.0330800514419413,0.00629398587732386,0.0452531483473889,7.01932076132784,2.12699663460914,78.6858824437393,3.93429412218696,111.44,0.0393740373192652,6.76932076132784,6.79806836012163,16.6666666666667,11.1111111111111,0.854679238672154,1
"2049",2012-05-10,1.524,2.52019357896201,2.50927301608082,0,0.0109205628811896,0,-0.78766467612031,0,78,3.9,110.655112408003,0.0109205628811896,0,0,19.4444444444444,7.77777777777778,0.784887591996843,1
"2050",2012-05-11,0.0254,2.26072565246626,2.25834571447274,0,0.00237993799352131,0,-1.95162557619096,0,80.4331515351902,4.02165757675951,108.734102625113,0.00237993799352131,0,0,13.3333333333333,1.66666666666667,1.92100978289036,1
"2051",2012-05-12,0,2.03296367450894,2.03251114302546,0,0.000452531483473889,0,-2.52241723076471,0,86.3882818621504,4.31941409310752,106.300577739841,0.000452531483473889,0,0,17.7777777777778,2.77777777777778,2.43352488527166,1
"2052",2012-05-13,0,1.82926002872292,1.82926002872292,0,0,0,-2.65,0,93.9322090064925,4.69661045032463,103.802609279106,0,0,0,25.5555555555556,8.33333333333333,2.49796846073551,0
"2053",2012-05-14,2.54,1.64633402585062,1.64633402585062,0,0,0,-0.16,0,101.675911234773,5.08379556173863,103.653681601257,0,0,0,25.5555555555556,10,0.148927677848675,0
"2054",2012-05-15,6.35,1.48172646059138,1.48170062326556,2.5837325816428e-05,0,3.53451789554419e-05,5.14376115831527,0.0599655965766441,102.137587036103,5.10687935180518,108.797407414393,2.5837325816428e-05,4.89376115831527,0,19.4444444444444,13.3333333333333,1.20623884168473,1
"2055",2012-05-16,0.508,1.33353801877177,1.33353056093901,0,7.45783275959824e-06,0,-1.51970423721451,0,86.1920370153809,4.30960185076905,107.323810675987,7.45783275959824e-06,0,0,22.2222222222222,13.8888888888889,1.47359673840625,1
"2056",2012-05-17,0,1.20017913072334,1.20017750484511,0,1.62587823195033e-06,0,-2.85,0,90.7601869044403,4.53800934522201,104.613879335322,1.62587823195033e-06,0,0,25,1.66666666666667,2.70993134066479,1
"2057",2012-05-18,0,1.08016010781238,1.08015975436059,0,3.53451789554419e-07,0,-2.73118386598436,0,99.1609740605011,4.95804870302506,102.081153722453,3.53451789554419e-07,0,0,16.1111111111111,1.11111111111111,2.53272561286899,1
"2058",2012-05-19,0,0.972143778924535,0.972143778924535,0,0,0,-2.95,0,107.012423460395,5.35062117301975,99.4143508250159,0,0,0,22.7777777777778,5.55555555555556,2.66680289743733,0
"2059",2012-05-20,0,0.874929401032082,0.874929401032082,0,0,0,-3,0,115.279512442451,5.76397562212254,96.7737869726478,0,0,0,27.2222222222222,7.77777777777778,2.64056385236807,0
"2060",2012-05-21,0,0.787436460928874,0.787436460928874,0,0,0,-3.05,0,123.465260384792,6.17326301923959,94.1611027260333,0,0,0,29.4444444444444,11.6666666666667,2.61268424661451,0
"2061",2012-05-22,0,0.708692814835986,0.708692814835986,0,0,0,-2.51140160571072,0,131.564581549297,6.57822907746483,92.0628288194295,0,0,0,23.8888888888889,15.5555555555556,2.09827390660382,0
"2062",2012-05-23,0.0254,0.637823533352388,0.637823533352388,0,0,0,-3.1246,0,138.069230659769,6.90346153298843,89.5173856596883,0,0,0,25.5555555555556,14.4444444444444,2.5454431597412,0
