"","Date","rain_snowmelt","modeled_flow","baseflow","OverlandFlow","ShallowInterflow","totQ","deltaP","Pe","Se","Ia","SoilWater","quickflow_combined","impervRunoff","excess","Tmax","Tmin","ET","MaxWetClass"
"56",2009-06-16,0,0.00304325272217046,0.00304325272217046,0,0,0,-3.5,0,261.42629111949,13.0713145559745,199.440833903628,0,0,0,23.33,7.78,2.68939476750397,0
"57",2009-06-17,0,0.00273892744995341,0.00273892744995341,0,0,0,-3.5,0,269.763414898752,13.4881707449376,196.787222226378,0,0,0,23.33,10.56,2.65361167725058,0
"58",2009-06-18,11.43,0.00246503470495807,0.00246503470495807,0,0,0,9.00231470365929,0,277.989611098229,13.8994805549114,205.789536930037,0,8.75231470365929,0,20,12.78,2.42768529634071,0
"59",2009-06-19,9.144,0.00221853123446226,0.00221853123446226,0,0,0,7.19196481897408,0,250.082435516885,12.5041217758442,212.981501749011,0,6.94196481897408,0,20,13.89,1.95203518102592,0
"60",2009-06-20,0.762,0.00199667811101604,0.00199667811101604,0,0,0,-2.46944003528493,0,227.787344578065,11.3893672289033,210.978181384014,0,0,0,20.56,11.67,2.00332036499726,0
"61",2009-06-21,25.908,0.584675421051262,0.00179701029991443,0.582878410751347,0,0.715188234050733,24.515622288268,13.1262550593648,233.997637709557,11.6998818854778,234.778615438231,0.582878410751347,24.265622288268,0,18.89,13.89,1.39237771173198,1
"62",2009-06-22,0.508,0.113186673781837,0.00161730926992299,0,0.111569364511914,0,-2.67861266643157,0,160.216292141483,8.01081460707416,232.384169980413,0.111569364511914,0,0,22.78,14.44,2.39444545781792,1
"63",2009-06-23,0.0254,0.019335284194199,0.00145557834293069,0,0.0178797058512683,0,-3.4746,0,167.639073060719,8.38195365303594,229.31452845748,0.0178797058512683,0,0,23.33,10,3.06964152293332,1
"64",2009-06-24,0,0.00131002050863762,0.00131002050863762,0,0,0,-3.5,0,177.154961781812,8.8577480890906,226.263439577797,0,0,0,24.44,10.56,3.05108887968257,0
"65",2009-06-25,0,0.00117901845777386,0.00117901845777386,0,0,0,-3.5,0,186.613337308828,9.3306668654414,223.252946221714,0,0,0,28.33,12.78,3.01049335608299,0
"66",2009-06-26,17.78,0.10527848428815,0.00106111661199647,0.104217367676154,0,0.127874070768287,14.28,4.9493331345586,195.945866712685,9.79729333563426,237.405072150946,0.104217367676154,14.03,0,30.56,13.89,3.5,1
"67",2009-06-27,5.334,0.0209033599906496,0.000955004950796827,0,0.0199483550398528,0,1.834,0,152.074276332067,7.60371381660334,239.239072150946,0.0199483550398528,1.584,0,24.44,13.33,3.5,1
"68",2009-06-28,0.254,0.00405635622492432,0.000859504455717144,0,0.00319685176920718,0,-3.246,0,146.388876332067,7.31944381660334,236.285507406127,0.00319685176920718,0,0,22.22,12.22,2.95356474481959,1
"69",2009-06-29,4.318,0.00077355401014543,0.00077355401014543,0,0,0,0.818,0,155.544927041008,7.77724635205038,237.103507406127,0,0.568,0,26.67,14.44,3.5,0
"70",2009-06-30,5.588,0.000696198609130887,0.000696198609130887,0,0,0,2.15549797745869,0,153.009127041008,7.65045635205038,239.259005383585,0,1.90549797745869,0,24.44,15.56,3.43250202254131,0
"71",2009-07-01,1.27,0.000626578748217798,0.000626578748217798,0,0,0,-1.71736334239673,0,146.327083310886,7.31635416554428,237.691660108864,0,0,0,21.67,13.33,1.56734527472094,0
"72",2009-07-02,13.97,0.0584776561533844,0.000563920873396018,0.0579137352799883,0,0.0710597978895563,10.5766686060606,3.26031444051633,151.185853662521,7.55929268312603,248.197268917035,0.0579137352799883,10.3266686060606,0,24.44,15.56,3.39333139393939,1
"73",2009-07-03,10.414,0.0115928572568272,0.000507528786056417,0,0.0110853284707708,0,7.38085414940882,0,118.61846635719,5.93092331785951,255.578123066444,0.0110853284707708,7.13085414940882,0,22.78,14.44,3.03314585059118,1
"74",2009-07-04,4.064,0.00223327085468968,0.000456775907450775,0,0.00177649494723891,0,1.61672371750787,0,95.7378184940229,4.78689092470115,257.194846783952,0.00177649494723891,1.36672371750787,0,22.22,15,2.44727628249213,1
"75",2009-07-05,0,0.000411098316705697,0.000411098316705697,0,0,0,-3.5,0,90.7259749697486,4.53629874848743,253.772803086099,0,0,0,20.56,7.22,3.42204369785355,0
"76",2009-07-06,0,0.000369988485035128,0.000369988485035128,0,0,0,-3.5,0,101.334310433095,5.06671552165473,250.39629056127,0,0,0,23.33,10,3.3765125248287,0
"77",2009-07-07,1.27,0.000332989636531615,0.000332989636531615,0,0,0,-2.23,0,111.801499260064,5.59007496300318,248.268438291805,0,0,0,25.56,11.67,2.12785226946512,0
"78",2009-07-08,1.016,0.000299690672878453,0.000299690672878453,0,0,0,-2.484,0,118.397841295405,5.91989206477027,245.919502965373,0,0,0,22.78,9.44,2.34893532643215,0
"79",2009-07-09,0.254,0.000269721605590608,0.000269721605590608,0,0,0,-3.246,0,125.679540807345,6.28397704036726,242.883463879066,0,0,0,20.56,7.78,3.03603908630695,0
"80",2009-07-10,0,0.000242749445031547,0.000242749445031547,0,0,0,-3.5,0,135.091261974897,6.75456309874483,239.651836817819,0,0,0,24.44,9.44,3.23162706124662,0
"81",2009-07-11,0,0.000218474500528393,0.000218474500528393,0,0,0,-3.5,0,145.109305864761,7.25546529323806,236.46320738719,0,0,0,26.67,15.56,3.18862943062907,0
"82",2009-07-12,6.858,0.000196627050475553,0.000196627050475553,0,0,0,3.358,0,154.994057099711,7.74970285498557,239.82120738719,0,3.108,0,25,7.78,3.5,0
"83",2009-07-13,0,0.000176964345427998,0.000176964345427998,0,0,0,-3.5,0,144.584257099711,7.22921285498557,236.6303244375,0,0,0,21.11,8.33,3.19088294968968,0
"84",2009-07-14,0,0.000159267910885198,0.000159267910885198,0,0,0,-3.5,0,154.475994243749,7.72379971218747,233.481897007527,0,0,0,22.22,6.11,3.14842742997335,0
"85",2009-07-15,0,0.000143341119796678,0.000143341119796678,0,0,0,-3.5,0,164.236119276667,8.21180596383333,230.375360215642,0,0,0,21.67,7.78,3.10653679188471,0
"86",2009-07-16,1.016,0.000129007007817011,0.000129007007817011,0,0,0,-2.484,0,173.866383331509,8.69331916657546,228.19571617521,0,0,0,26.11,9.44,2.17964404043185,0
"87",2009-07-17,0,0.000116106307035309,0.000116106307035309,0,0,0,-3.5,0,180.623279856848,9.0311639928424,225.159513381184,0,0,0,28.89,13.89,3.03620279402612,0
"88",2009-07-18,1.778,0.000104495676331779,0.000104495676331779,0,0,0,-0.826704849093342,0,190.035508518329,9.50177542591645,224.448276049253,0,0,0,23.33,15.56,0.711237331931188,0
"89",2009-07-19,0,9.40461086986007e-05,9.40461086986007e-05,0,0,0,-3.43200930199405,0,192.240344247316,9.61201721236578,221.519566175672,0,0,0,21.67,11.11,2.92870987358151,0
"90",2009-07-20,0,8.46414978287406e-05,8.46414978287406e-05,0,0,0,-3.5,0,201.319344855418,10.0659672427709,218.572191277373,0,0,0,22.78,10.56,2.94737489829834,0
"91",2009-07-21,0,7.61773480458666e-05,7.61773480458666e-05,0,0,0,-3.5,0,210.456207040143,10.5228103520072,215.664031961432,0,0,0,25.56,12.22,2.90815931594103,0
"92",2009-07-22,0.254,6.85596132412799e-05,6.85596132412799e-05,0,0,0,-3.246,0,219.47150091956,10.973575045978,213.00151669668,0,0,0,25.56,12.22,2.66251526475171,0
"93",2009-07-23,0.254,6.17036519171519e-05,6.17036519171519e-05,0,0,0,-3.246,0,227.725298240291,11.3862649120145,210.371871945712,0,0,0,26.11,13.33,2.62964475096894,0
"94",2009-07-24,0,5.55332867254367e-05,5.55332867254367e-05,0,0,0,-2.87283074921581,0,235.877196968294,11.7938598484147,208.071632265473,0,0,0,25.56,17.22,2.3002396802386,0
"95",2009-07-25,1.778,4.99799580528931e-05,4.99799580528931e-05,0,0,0,-1.722,0,243.007939977034,12.1503969988517,206.704922273188,0,0,0,26.67,13.33,1.36670999228531,0
"96",2009-07-26,1.016,4.49819622476038e-05,4.49819622476038e-05,0,0,0,-2.484,0,247.244740953118,12.3622370476559,204.749230694284,0,0,0,27.78,16.11,1.95569157890389,0
"97",2009-07-27,21.082,0.0879951417817335,4.04837660228434e-05,0.0879546580157107,0,0.107919825786148,17.582,5.21976295234408,253.30738484772,12.665369242386,222.223310868498,0.0879546580157107,17.332,0,26.11,16.11,3.5,1
"98",2009-07-28,0,0.0168719282120597,3.6435389420559e-05,0,0.0168354928226391,0,-3.5,0,199.137736307658,9.95688681538288,219.266572465755,0.0168354928226391,0,0,26.11,13.33,2.95673840274292,1
"99",2009-07-29,0,0.00273078749513221,3.27918504785031e-05,0,0.0026979956446537,0,-3.5,0,208.303625356161,10.415181267808,216.349174229208,0.0026979956446537,0,0,28.89,16.11,2.91739823654664,1
"100",2009-07-30,9.906,2.95126654306528e-05,2.95126654306528e-05,0,0,0,7.80646458301761,0,217.347559889455,10.8673779944728,224.155638812226,0,7.55646458301761,0,23.89,17.22,2.0995354169824,0
"101",2009-07-31,7.112,2.65613988875875e-05,2.65613988875875e-05,0,0,0,3.89425824640076,0,193.147519682101,9.65737598410503,228.049897058626,0,3.64425824640076,0,26.67,17.78,3.21774175359924,0
"102",2009-08-01,7.874,2.39052589988288e-05,2.39052589988288e-05,0,0,0,4.49448690755086,0,181.075319118258,9.05376595591291,232.544383966177,0,4.24448690755086,0,22.22,11.67,3.37951309244914,0
"103",2009-08-02,5.334,2.15147330989459e-05,2.15147330989459e-05,0,0,0,1.834,0,167.142409704851,8.35712048524253,234.378383966177,0,1.584,0,27.22,16.67,3.5,0
"104",2009-08-03,2.54,1.93632597890513e-05,1.93632597890513e-05,0,0,0,-0.96,0,161.457009704851,8.07285048524253,233.518872177713,0,0,0,23.89,12.22,0.859511788464149,0
"105",2009-08-04,0,1.74269338101462e-05,1.74269338101462e-05,0,0,0,-3.5,0,164.121496249089,8.20607481245447,230.411843421663,0,0,0,26.11,13.33,3.10702875604999,0
"106",2009-08-05,0,1.56842404291316e-05,1.56842404291316e-05,0,0,0,-3.5,0,173.753285392844,8.68766426964222,227.34615448368,0,0,0,28.33,16.11,3.06568893798349,0
"107",2009-08-06,0,1.41158163862184e-05,1.41158163862184e-05,0,0,0,-3.5,0,183.256921100593,9.16284605502966,224.321255326833,0,0,0,22.22,8.89,3.02489915684679,0
"108",2009-08-07,0,1.27042347475966e-05,1.27042347475966e-05,0,0,0,-3.5,0,192.634108486818,9.63170542434092,221.336603232576,0,0,0,23.33,8.89,2.98465209425682,0
"109",2009-08-08,0,1.14338112728369e-05,1.14338112728369e-05,0,0,0,-3.5,0,201.886529979014,10.0943264989507,218.391662703372,0,0,0,22.78,7.22,2.94494052920351,0
"110",2009-08-09,2.286,1.02904301455532e-05,1.02904301455532e-05,0,0,0,-1.214,0,211.015845619545,10.5507922809773,217.379368252583,0,0,0,23.33,11.11,1.01229445078983,0
"111",2009-08-10,20.066,0.192620459062681,9.2613871309979e-06,0.19261119767555,0,0.236332757884111,17.7318136099822,7.1810213290049,214.153958416994,10.7076979208497,234.874849104681,0.19261119767555,17.4818136099822,0,25.56,18.33,2.33418639001783,1
"112",2009-08-11,18.796,0.115314680174288,8.33524841789811e-06,0.078438434695949,0.0368679102299213,0.0962434781545386,15.296,4.58830207915031,159.91796777549,7.99589838877449,250.074605626526,0.11530634492587,15.046,0,30.56,17.22,3.5,1
"113",2009-08-12,0,0.0209298032627869,7.5017235761083e-06,0,0.0209223015392108,0,-3.5,0,112.798722557769,5.63993612788845,246.747298571668,0.0209223015392108,0,0,27.22,16.11,3.32730705485839,1
"114",2009-08-13,0.0254,0.00241283850508196,6.75155121849747e-06,0,0.00240608695386347,0,-3.44488432098914,0,123.11337442783,6.1556687213915,243.515621220109,0.00240608695386347,0,0,26.67,16.11,3.23167735155906,1
"115",2009-08-14,0,6.07639609664772e-06,6.07639609664772e-06,0,0,0,-3.5,0,133.131574217663,6.65657871088315,240.275583142576,0,0,0,27.78,13.33,3.24003807753259,0
"116",2009-08-15,0,5.46875648698295e-06,5.46875648698295e-06,0,0,0,-3.5,0,143.175692258014,7.1587846129007,237.0786546064,0,0,0,29.44,14.44,3.19692853617642,0
"117",2009-08-16,0,4.92188083828466e-06,4.92188083828466e-06,0,0,0,-3.5,0,153.086170720161,7.65430853600805,233.924262028025,0,0,0,30.56,17.78,3.15439257837436,0
"118",2009-08-17,0,4.42969275445619e-06,4.42969275445619e-06,0,0,0,-3.5,0,162.864787713121,8.14323938565607,230.811839455576,0,0,0,31.11,16.67,3.11242257244943,0
"119",2009-08-18,0,3.98672347901057e-06,3.98672347901057e-06,0,0,0,-3.5,0,172.513297687715,8.62566488438574,227.74082846731,0,0,0,32.22,17.22,3.07101098826612,0
"120",2009-08-19,12.954,0.00322960668220407,3.58805113110951e-06,0.00322601863107296,0,0.00395830506880118,9.454,0.82833511561426,182.03343175134,9.10167158756699,237.190870162241,0.00322601863107296,9.204,0,30.56,17.78,3.5,1
"121",2009-08-20,0,0.000620724836750983,3.22924601799856e-06,0,0.000617495590732984,0,-3.20884925094525,0,152.738302497053,7.63691512485265,234.295900856832,0.000617495590732984,0,0,27.78,17.22,2.89496930540892,1
"122",2009-08-21,3.048,0.000101863948136228,2.90632141619871e-06,0,9.89576267200295e-05,0,0.128071912187326,0,161.712707343821,8.08563536719103,234.423972769019,9.89576267200295e-05,0,0,28.89,19.44,2.91992808781267,1
"123",2009-08-22,4.826,2.61568927457884e-06,2.61568927457884e-06,0,0,0,2.32921687710893,0,161.31568441604,8.065784220802,236.753189646128,0,2.07921687710893,0,25.56,16.67,2.49678312289107,0
"124",2009-08-23,0.508,2.35412034712095e-06,2.35412034712095e-06,0,0,0,-2.10980820884895,0,154.095112097002,7.70475560485012,234.849275854607,0,0,0,27.78,18.89,1.90391379152179,0
"125",2009-08-24,0,2.11870831240886e-06,2.11870831240886e-06,0,0,0,-2.25437530028567,0,159.99724485072,7.99986224253599,232.831820492561,0,0,0,24.44,16.11,2.01745536204552,0
"126",2009-08-25,0,1.90683748116797e-06,1.90683748116797e-06,0,0,0,-3.00263380016267,0,166.251356473061,8.31256782365305,230.171631976874,0,0,0,24.44,12.78,2.66018851568692,0
"127",2009-08-26,0,1.71615373305118e-06,1.71615373305118e-06,0,0,0,-3.27640788346605,0,174.49794087169,8.72489704358452,227.303557580246,0,0,0,26.67,13.89,2.86807439662826,0
"128",2009-08-27,2.794,1.54453835974606e-06,1.54453835974606e-06,0,0,0,-0.38216645928788,0,183.388971501238,9.1694485750619,226.971355888174,0,0,0,25,11.11,0.332201692071737,0
"129",2009-08-28,0,1.39008452377145e-06,1.39008452377145e-06,0,0,0,-2.4562020756326,0,184.41879674666,9.22093983733302,224.847836815092,0,0,0,21.11,10.56,2.12351907308204,0
"130",2009-08-29,32.766,1.82408953762883,1.25107607139431e-06,1.82408828655276,0,2.23814513687455,30.6872077038998,21.4662678665668,191.001705873215,9.55008529366073,253.296899382117,1.82408828655276,30.4372077038998,0,21.11,12.22,2.07879229610022,2
"131",2009-08-30,18.542,1.21350476311908,0.722548517800365,0.141805603966288,0.34915064135243,0.173994606093605,15.4025691422953,5.85248384863461,102.809611915436,5.14048059577182,261.3,0.490956245318718,15.1525691422953,7.39946852441261,25.56,11.67,3.13943085770466,1
"132",2009-08-31,0.762,0.733390452992795,0.650293666020328,0,0.0830967869724661,0,-1.73760029269706,0,78,3.9,259.568164294711,0.0830967869724661,0,0,22.22,11.67,1.73183570528951,1
"133",2009-09-01,0,0.589614164570636,0.585264299418296,0,0.00434986515234013,0,-2.50427399696997,0,83.3686906863974,4.16843453431987,257.092370877115,0.00434986515234013,0,0,18.33,4.44,2.47579341759587,1
"134",2009-09-02,0,0.526737869476466,0.526737869476466,0,0,0,-2.71063918897318,0,91.0436502809446,4.55218251404723,254.439165757986,0,0,0,21.11,5.56,2.65320511912864,0
"135",2009-09-03,0,0.47406408252882,0.47406408252882,0,0,0,-2.8993863466875,0,99.2685861502434,4.96342930751217,251.631512941568,0,0,0,24.44,6.67,2.80765281641839,0
"136",2009-09-04,0,0.426657674275938,0.426657674275938,0,0,0,-2.91864332444427,0,107.97230988114,5.39861549405702,248.836502520484,0,0,0,25,7.78,2.79501042108352,0
"137",2009-09-05,0,0.383991906848344,0.383991906848344,0,0,0,-2.83426903969121,0,116.636842186499,5.83184210932496,246.152007963456,0,0,0,24.44,7.22,2.68449455702818,0
"138",2009-09-06,0,0.345592716163509,0.345592716163509,0,0,0,-2.79018727834449,0,124.958775313287,6.24793876566433,243.537555974914,0,0,0,24.44,7.22,2.61445198854145,0
"139",2009-09-07,0,0.311033444547159,0.311033444547159,0,0,0,-2.58890324873095,0,133.063576477765,6.65317882388826,241.136553083351,0,0,0,23.33,10,2.4010028915638,0
"140",2009-09-08,0,0.279930100092443,0.279930100092443,0,0,0,-1.5509513963186,0,140.506685441613,7.02533427208065,239.709521507898,0,0,0,22.22,14.44,1.42703157545234,0
"141",2009-09-09,0,0.251937090083198,0.251937090083198,0,0,0,-2.5455883009605,0,144.930483325515,7.24652416627576,237.385606142006,0,0,0,25,12.78,2.32391536589286,0
"142",2009-09-10,0,0.226743381074879,0.226743381074879,0,0,0,-2.64268820440337,0,152.134620959783,7.60673104798915,234.996878664124,0,0,0,24.44,9.44,2.38872747788152,0
"143",2009-09-11,0,0.204069042967391,0.204069042967391,0,0,0,-2.61291203877679,0,159.539676141216,7.97698380706079,232.6586989727,0,0,0,24.44,7.78,2.33817969142429,0
